panelist_id,year_of_birth,country,has_ios,has_android,compliance_band,data_quality_band
P000118,1988,Country 2,FALSE,TRUE,High,Medium
P000119,1995,Country 1,FALSE,TRUE,High,Low
P000120,1998,Country 2,TRUE,FALSE,High,High
P000121,1995,Country 2,FALSE,TRUE,High,High
P000122,1978,Country 2,TRUE,FALSE,High,Medium
P000123,1992,Country 1,TRUE,TRUE,Medium,High
P000124,2008,Country 1,FALSE,TRUE,High,High
P000125,1993,Country 1,FALSE,TRUE,Medium,High
P000126,2002,Country 2,TRUE,FALSE,High,High
P000127,1999,Country 1,FALSE,TRUE,High,High
P000128,1998,Country 1,TRUE,FALSE,High,Medium
P000129,1994,Country 1,FALSE,TRUE,Medium,High
P000130,2008,Country 2,FALSE,TRUE,High,Low
P000131,2008,Country 1,FALSE,TRUE,High,Medium
P000132,1981,Country 3,FALSE,TRUE,High,High
P000133,1988,Country 2,TRUE,FALSE,High,High
P000134,1998,Country 1,FALSE,TRUE,High,High
P000135,1999,Country 2,TRUE,FALSE,Medium,Medium
P000136,2002,Country 1,FALSE,TRUE,Medium,High
P000137,1984,Country 3,FALSE,TRUE,High,Low
P000138,1987,Country 2,FALSE,TRUE,High,Medium
P000139,1993,Country 2,FALSE,TRUE,High,High
P000140,2008,Country 1,TRUE,FALSE,High,High
P000141,1990,Country 2,FALSE,TRUE,High,High
P000142,2000,Country 2,FALSE,TRUE,High,High
P000143,1990,Country 3,FALSE,TRUE,Medium,High
P000144,2002,Country 2,FALSE,TRUE,High,High
P000145,1993,Country 1,TRUE,TRUE,High,Low
P000146,1993,Country 1,TRUE,FALSE,High,Medium
P000147,1984,Country 1,FALSE,TRUE,High,High
P000148,2006,Country 2,FALSE,TRUE,High,Low
P000149,2001,Country 1,FALSE,TRUE,High,High
P000150,1998,Country 1,FALSE,TRUE,High,High
P000151,1992,Country 3,FALSE,TRUE,High,High
P000152,1994,Country 3,FALSE,TRUE,High,High
P000153,1985,Country 1,FALSE,TRUE,High,Medium
P000154,2004,Country 2,TRUE,FALSE,High,High
P000155,1994,Country 1,FALSE,TRUE,Low,High
P000156,1989,Country 2,TRUE,TRUE,High,High
P000157,2000,Country 1,FALSE,TRUE,High,Medium
P000158,1982,Country 2,FALSE,TRUE,High,High
P000159,1986,Country 2,FALSE,TRUE,High,High
P000160,2008,Country 2,FALSE,TRUE,Low,High
P000161,2005,Country 1,FALSE,TRUE,High,High
P000162,2003,Country 3,TRUE,FALSE,High,High
P000163,2000,Country 1,FALSE,TRUE,High,High
P000164,1997,Country 1,FALSE,TRUE,Low,High
P000165,1981,Country 2,FALSE,TRUE,High,High
P000166,1992,Country 1,FALSE,TRUE,High,Low
P000167,1980,Country 3,TRUE,FALSE,High,High
P000168,1991,Country 3,FALSE,TRUE,High,High
P000169,1995,Country 1,FALSE,TRUE,Low,Medium
P000170,1998,Country 3,FALSE,TRUE,High,High
P000171,1991,Country 1,FALSE,TRUE,High,Low
P000172,1995,Country 2,TRUE,FALSE,High,High
P000173,1991,Country 1,FALSE,TRUE,High,Medium
P000174,1971,Country 3,FALSE,TRUE,High,High
P000175,2000,Country 1,TRUE,FALSE,Medium,Medium
P000176,2001,Country 1,FALSE,TRUE,High,Low
P000177,2002,Country 1,FALSE,TRUE,High,Low
P000178,1993,Country 3,TRUE,FALSE,High,High
P000179,1993,Country 3,FALSE,TRUE,High,High
P000180,2005,Country 2,FALSE,TRUE,High,Medium
P000181,1985,Country 3,FALSE,TRUE,High,High
P000182,1973,Country 3,TRUE,FALSE,High,Low
P000183,1996,Country 2,TRUE,FALSE,High,High
P000184,1998,Country 1,FALSE,TRUE,High,Medium
P000185,1996,Country 2,TRUE,TRUE,High,Medium
P000186,1999,Country 2,TRUE,FALSE,High,Medium
P000187,1997,Country 1,FALSE,TRUE,High,High
P000188,2008,Country 1,FALSE,TRUE,High,High
P000189,2001,Country 2,FALSE,TRUE,High,Medium
P000190,1995,Country 1,FALSE,TRUE,High,High
P000191,1987,Country 3,FALSE,TRUE,Low,Low
P000192,1994,Country 1,FALSE,TRUE,High,Medium
P000193,1995,Country 1,FALSE,TRUE,Low,High
P000194,1995,Country 3,TRUE,FALSE,High,High
P000195,1997,Country 1,FALSE,TRUE,High,Medium
P000196,2008,Country 1,TRUE,TRUE,High,Low
P000197,1994,Country 2,FALSE,TRUE,High,Medium
P000198,1988,Country 3,TRUE,FALSE,High,Low
P000199,1993,Country 1,FALSE,TRUE,Low,High
P000200,1995,Country 1,FALSE,TRUE,High,High
P000201,1991,Country 2,TRUE,FALSE,High,High
P000202,2007,Country 3,TRUE,FALSE,High,High
P000203,2001,Country 2,FALSE,TRUE,High,High
P000204,1997,Country 1,FALSE,TRUE,High,High
P000205,2006,Country 1,FALSE,TRUE,Low,Low
P000206,1997,Country 1,TRUE,FALSE,High,High
P000207,2008,Country 1,FALSE,TRUE,High,High
P000208,1993,Country 2,TRUE,FALSE,High,Medium
P000209,1997,Country 1,FALSE,TRUE,High,Low
P000210,1994,Country 2,TRUE,FALSE,High,High
P000211,1988,Country 2,FALSE,TRUE,Medium,High
P000212,1984,Country 2,FALSE,TRUE,High,Medium
P000213,2008,Country 1,FALSE,TRUE,Medium,Low
P000214,1995,Country 3,TRUE,FALSE,High,Medium
P000215,1989,Country 2,TRUE,FALSE,High,High
P000216,1978,Country 2,FALSE,TRUE,Medium,High
P000217,1998,Country 1,FALSE,TRUE,High,High
P000218,1993,Country 1,FALSE,TRUE,High,High
P000219,1986,Country 3,FALSE,TRUE,High,High
P000220,1997,Country 1,TRUE,FALSE,High,Medium
P000221,2008,Country 1,FALSE,TRUE,High,High
P000222,2002,Country 2,FALSE,TRUE,High,Medium
P000223,2000,Country 2,FALSE,TRUE,High,High
P000224,2002,Country 3,FALSE,TRUE,Medium,High
P000225,2008,Country 1,FALSE,TRUE,High,High
P000226,1991,Country 3,FALSE,TRUE,Low,Medium
P000227,1996,Country 1,FALSE,TRUE,High,Medium
P000228,1990,Country 2,TRUE,FALSE,Medium,High
P000229,1971,Country 2,FALSE,TRUE,Low,High
P000230,1998,Country 1,FALSE,TRUE,High,High
P000231,1997,Country 1,FALSE,TRUE,High,High
P000232,1995,Country 1,FALSE,TRUE,Medium,High
P000233,1996,Country 3,FALSE,TRUE,High,High
P000234,1986,Country 2,FALSE,TRUE,Low,High
P000235,1987,Country 3,TRUE,TRUE,High,High
P000236,1988,Country 3,TRUE,FALSE,High,High
P000237,2001,Country 1,FALSE,TRUE,High,Medium
P000238,1972,Country 2,TRUE,FALSE,High,High
P000239,2000,Country 1,FALSE,TRUE,High,High
P000240,2007,Country 1,FALSE,TRUE,Medium,Medium
P000241,1990,Country 3,FALSE,TRUE,High,High
P000242,1996,Country 2,FALSE,TRUE,High,High
P000243,2002,Country 1,FALSE,TRUE,Low,Medium
P000244,1992,Country 2,FALSE,TRUE,High,Medium
P000245,2003,Country 2,TRUE,TRUE,Medium,Medium
P000246,1976,Country 3,FALSE,TRUE,High,High
P000247,1980,Country 2,FALSE,TRUE,Low,High
P000248,2008,Country 1,FALSE,TRUE,High,High
P000249,2000,Country 1,FALSE,TRUE,High,High
P000250,1992,Country 1,FALSE,TRUE,High,Medium
P000251,1975,Country 2,FALSE,TRUE,High,High
P000252,1998,Country 3,FALSE,TRUE,High,Medium
P000253,1998,Country 1,FALSE,TRUE,High,High
P000254,2002,Country 1,FALSE,TRUE,High,Low
P000255,2006,Country 1,FALSE,TRUE,High,High
P000256,1967,Country 2,FALSE,TRUE,High,High
P000257,2000,Country 3,TRUE,FALSE,High,Medium
P000258,1998,Country 1,FALSE,TRUE,Low,High
P000259,1997,Country 1,FALSE,TRUE,Medium,High
P000260,1982,Country 2,FALSE,TRUE,Low,High
P000261,2004,Country 1,FALSE,TRUE,High,High
P000262,1982,Country 3,FALSE,TRUE,High,High
P000263,2008,Country 1,FALSE,TRUE,High,High
P000264,1983,Country 1,FALSE,TRUE,High,High
P000265,1994,Country 3,FALSE,TRUE,High,Low
P000266,1992,Country 1,FALSE,TRUE,Low,High
P000267,2007,Country 1,FALSE,TRUE,High,High
P000268,1995,Country 1,FALSE,TRUE,High,Low
P000269,1996,Country 1,FALSE,TRUE,High,Medium
P000270,1968,Country 1,FALSE,TRUE,High,High
P000271,2008,Country 1,FALSE,TRUE,High,High
P000272,2001,Country 1,FALSE,TRUE,High,Low
P000273,2002,Country 1,FALSE,TRUE,Medium,Low
P000274,1995,Country 2,TRUE,FALSE,High,High
P000275,2000,Country 2,FALSE,TRUE,High,Medium
P000276,2000,Country 1,FALSE,TRUE,Low,High
P000277,2000,Country 1,FALSE,TRUE,High,High
P000278,1999,Country 2,FALSE,TRUE,High,Medium
P000279,1994,Country 3,TRUE,FALSE,High,High
P000280,1985,Country 3,TRUE,FALSE,High,High
P000281,2008,Country 1,FALSE,TRUE,High,Medium
P000282,1994,Country 1,FALSE,TRUE,High,High
P000283,1991,Country 1,FALSE,TRUE,High,High
P000284,1998,Country 1,FALSE,TRUE,High,High
P000285,1998,Country 2,TRUE,FALSE,High,High
P000286,1995,Country 1,FALSE,TRUE,High,Low
P000287,1999,Country 1,FALSE,TRUE,High,High
P000288,1994,Country 1,FALSE,TRUE,High,Low
P000289,1976,Country 2,FALSE,TRUE,High,Medium
P000290,1998,Country 1,FALSE,TRUE,High,Low
P000291,1989,Country 3,FALSE,TRUE,High,High
P000292,2008,Country 1,FALSE,TRUE,Medium,High
P000293,1963,Country 3,TRUE,FALSE,High,High
P000294,2000,Country 1,FALSE,TRUE,Low,High
P000295,1997,Country 3,FALSE,TRUE,High,High
P000296,1985,Country 3,TRUE,FALSE,High,Medium
P000297,1994,Country 3,FALSE,TRUE,High,Low
P000298,1981,Country 3,FALSE,TRUE,High,High
P000299,1986,Country 2,FALSE,TRUE,High,Low
P000300,1991,Country 2,FALSE,TRUE,High,Medium
P000301,1997,Country 2,TRUE,FALSE,High,High
P000302,2002,Country 1,TRUE,FALSE,High,High
P000303,1986,Country 2,FALSE,TRUE,High,Medium
P000304,1990,Country 2,FALSE,TRUE,High,High
P000305,1963,Country 3,FALSE,TRUE,High,Medium
P000306,1991,Country 1,FALSE,TRUE,High,High
P000307,1999,Country 1,TRUE,FALSE,Low,Medium
P000308,1988,Country 2,TRUE,FALSE,High,Low
P000309,1997,Country 1,FALSE,TRUE,High,High
P000310,1999,Country 1,TRUE,FALSE,High,High
P000311,2008,Country 1,FALSE,TRUE,High,High
P000312,1990,Country 1,FALSE,TRUE,High,Medium
P000313,1981,Country 1,FALSE,TRUE,High,High
P000314,2004,Country 1,FALSE,TRUE,High,Low
P000315,1967,Country 1,FALSE,TRUE,Medium,Low
P000316,1997,Country 1,FALSE,TRUE,High,High
P000317,2001,Country 1,FALSE,TRUE,High,High
P000318,1980,Country 2,TRUE,FALSE,High,High
P000319,1997,Country 1,TRUE,FALSE,High,High
P000320,1999,Country 3,FALSE,TRUE,High,Medium
P000321,1993,Country 3,FALSE,TRUE,High,High
P000322,1992,Country 2,FALSE,TRUE,High,High
P000323,2007,Country 1,FALSE,TRUE,High,Medium
P000324,1988,Country 2,FALSE,TRUE,High,Medium
P000325,1983,Country 3,FALSE,TRUE,High,Medium
P000326,1981,Country 2,FALSE,TRUE,High,Medium
P000327,1984,Country 3,TRUE,FALSE,High,Low
P000328,1991,Country 2,FALSE,TRUE,High,High
P000329,2004,Country 2,FALSE,TRUE,High,Medium
P000330,1999,Country 1,FALSE,TRUE,High,High
P000331,1991,Country 2,FALSE,TRUE,High,High
P000332,2007,Country 1,FALSE,TRUE,High,High
P000333,1981,Country 2,FALSE,TRUE,Low,High
P000334,1992,Country 3,TRUE,FALSE,High,High
P000335,2000,Country 1,FALSE,TRUE,High,High
P000336,1988,Country 2,FALSE,TRUE,High,High
P000337,1986,Country 1,FALSE,TRUE,High,High
P000338,2004,Country 2,FALSE,TRUE,High,Low
P000339,1991,Country 1,FALSE,TRUE,Medium,High
P000340,1993,Country 3,FALSE,TRUE,High,High
P000341,1993,Country 1,FALSE,TRUE,High,High
P000342,1958,Country 3,TRUE,FALSE,High,Medium
P000343,1982,Country 3,FALSE,TRUE,High,High
P000344,1994,Country 2,TRUE,FALSE,Low,Medium
P000345,1999,Country 2,FALSE,TRUE,High,High
P000346,1987,Country 2,TRUE,TRUE,High,High
P000347,1975,Country 3,FALSE,TRUE,High,Medium
P000348,2007,Country 1,FALSE,TRUE,High,High
P000349,1982,Country 2,FALSE,TRUE,High,High
P000350,2003,Country 1,FALSE,TRUE,High,High
P000351,1999,Country 2,TRUE,TRUE,High,Low
P000352,1972,Country 1,FALSE,TRUE,Medium,High
P000353,1976,Country 2,TRUE,FALSE,High,Medium
P000354,1985,Country 2,TRUE,FALSE,High,Medium
P000355,2001,Country 1,FALSE,TRUE,High,High
P000356,1993,Country 2,TRUE,TRUE,High,High
P000357,1996,Country 2,FALSE,TRUE,High,Low
P000358,1994,Country 2,FALSE,TRUE,High,High
P000359,1990,Country 2,FALSE,TRUE,High,High
P000360,1996,Country 2,FALSE,TRUE,High,Medium
P000361,2003,Country 3,FALSE,TRUE,High,Low
P000362,1992,Country 1,FALSE,TRUE,Medium,High
P000363,1996,Country 1,FALSE,TRUE,High,High
P000364,2001,Country 1,FALSE,TRUE,High,High
P000365,2000,Country 2,TRUE,FALSE,High,Medium
P000366,2001,Country 1,TRUE,FALSE,High,High
P000367,2008,Country 2,TRUE,FALSE,High,High
P000368,1983,Country 2,FALSE,TRUE,High,High
P000369,2000,Country 1,TRUE,FALSE,High,High
P000370,1983,Country 3,FALSE,TRUE,High,Medium
P000371,2005,Country 2,TRUE,FALSE,High,High
P000372,1983,Country 1,FALSE,TRUE,High,High
P000373,2008,Country 1,FALSE,TRUE,High,Medium
P000374,1980,Country 1,TRUE,FALSE,High,Low
P000375,1997,Country 1,FALSE,TRUE,Medium,High
P000376,2008,Country 1,FALSE,TRUE,High,High
P000377,1995,Country 3,TRUE,FALSE,High,High
P000378,1997,Country 1,FALSE,TRUE,High,High
P000379,1994,Country 1,FALSE,TRUE,High,Medium
P000380,1996,Country 2,FALSE,TRUE,Medium,High
P000381,1979,Country 2,FALSE,TRUE,High,High
P000382,1996,Country 3,FALSE,TRUE,Medium,Low
P000383,1982,Country 2,FALSE,TRUE,Medium,High
P000384,1997,Country 1,FALSE,TRUE,Medium,High
P000385,1985,Country 1,TRUE,TRUE,High,High
P000386,1995,Country 3,TRUE,FALSE,Low,Low
P000387,1994,Country 2,TRUE,FALSE,Medium,High
P000388,1980,Country 3,FALSE,TRUE,High,High
P000389,1994,Country 1,FALSE,TRUE,High,Low
P000390,2005,Country 3,TRUE,FALSE,High,High
P000391,2005,Country 2,FALSE,TRUE,High,High
P000392,1986,Country 1,TRUE,FALSE,Medium,Medium
P000393,1996,Country 2,FALSE,TRUE,High,High
P000394,1974,Country 2,TRUE,FALSE,Low,High
P000395,2002,Country 1,FALSE,TRUE,Medium,High
P000396,1994,Country 1,FALSE,TRUE,High,Low
P000397,1983,Country 3,FALSE,TRUE,High,High
P000398,1993,Country 1,FALSE,TRUE,High,High
P000399,1992,Country 1,FALSE,TRUE,High,Medium
P000400,1995,Country 1,FALSE,TRUE,Medium,High
P000401,2008,Country 1,TRUE,FALSE,High,Low
P000402,1969,Country 3,FALSE,TRUE,Medium,High
P000403,1988,Country 2,FALSE,TRUE,High,Medium
P000404,1991,Country 1,TRUE,FALSE,High,Medium
P000405,1966,Country 3,FALSE,TRUE,High,High
P000406,1964,Country 3,FALSE,TRUE,Low,High
P000407,2002,Country 1,FALSE,TRUE,Low,High
P000408,1976,Country 3,FALSE,TRUE,High,Low
P000409,1998,Country 1,TRUE,FALSE,Medium,Low
P000410,1993,Country 3,FALSE,TRUE,High,High
P000411,1972,Country 2,FALSE,TRUE,High,High
P000412,1970,Country 2,TRUE,TRUE,High,High
P000413,1997,Country 1,TRUE,FALSE,High,High
P000414,1993,Country 3,TRUE,TRUE,High,High
P000415,2001,Country 1,FALSE,TRUE,High,Low
P000416,1996,Country 1,FALSE,TRUE,High,Low
P000417,1993,Country 1,FALSE,TRUE,Medium,High
P000418,1993,Country 2,FALSE,TRUE,High,High
P000419,2005,Country 1,FALSE,TRUE,High,Low
P000420,2004,Country 3,FALSE,TRUE,High,Medium
P000421,1988,Country 2,FALSE,TRUE,High,High
P000422,1995,Country 1,TRUE,TRUE,High,High
P000423,1999,Country 1,FALSE,TRUE,High,High
P000424,1978,Country 1,FALSE,TRUE,Medium,High
P000425,1982,Country 2,FALSE,TRUE,High,High
P000426,1960,Country 3,TRUE,FALSE,High,High
P000427,1985,Country 1,FALSE,TRUE,High,Medium
P000428,1999,Country 3,TRUE,FALSE,High,Low
P000429,2002,Country 1,FALSE,TRUE,High,High
P000430,1972,Country 3,TRUE,FALSE,High,High
P000431,1988,Country 3,TRUE,FALSE,High,High
P000432,1990,Country 2,TRUE,FALSE,High,Medium
P000433,1999,Country 2,FALSE,TRUE,High,Low
P000434,1997,Country 3,FALSE,TRUE,Medium,High
P000435,2002,Country 1,FALSE,TRUE,Low,High
P000436,2001,Country 1,FALSE,TRUE,High,High
P000437,2007,Country 1,FALSE,TRUE,Low,High
P000438,1994,Country 2,FALSE,TRUE,High,Medium
P000439,1988,Country 2,FALSE,TRUE,High,High
P000440,1995,Country 2,FALSE,TRUE,High,Low
P000441,2001,Country 3,FALSE,TRUE,High,Low
P000442,1997,Country 1,FALSE,TRUE,High,Low
P000443,1997,Country 2,TRUE,FALSE,High,High
P000444,2000,Country 1,TRUE,FALSE,High,High
P000445,2004,Country 1,FALSE,TRUE,High,High
P000446,1997,Country 2,FALSE,TRUE,High,High
P000447,1994,Country 3,FALSE,TRUE,Low,High
P000448,1986,Country 2,FALSE,TRUE,High,High
P000449,1987,Country 1,FALSE,TRUE,High,Medium
P000450,1982,Country 2,FALSE,TRUE,Medium,High
P000451,2001,Country 1,FALSE,TRUE,Low,Medium
P000452,1990,Country 3,FALSE,TRUE,High,Low
P000453,1998,Country 2,FALSE,TRUE,Medium,High
P000454,1999,Country 1,TRUE,FALSE,High,Low
P000455,1995,Country 1,TRUE,TRUE,High,Low
P000456,2000,Country 1,FALSE,TRUE,High,High
P000457,1990,Country 3,FALSE,TRUE,High,High
P000458,2005,Country 1,TRUE,FALSE,Medium,High
P000459,1995,Country 2,FALSE,TRUE,High,Medium
P000460,2001,Country 2,FALSE,TRUE,High,High
P000461,1988,Country 2,FALSE,TRUE,High,Medium
P000462,2003,Country 1,TRUE,TRUE,High,Medium
P000463,1985,Country 3,TRUE,FALSE,High,Medium
P000464,1998,Country 1,FALSE,TRUE,High,Medium
P000465,1996,Country 2,FALSE,TRUE,High,High
P000466,1997,Country 2,FALSE,TRUE,High,High
P000467,2003,Country 2,FALSE,TRUE,High,Medium
P000468,2004,Country 3,TRUE,FALSE,High,Medium
P000469,2005,Country 1,FALSE,TRUE,High,Low
P000470,1999,Country 2,TRUE,FALSE,High,High
P000471,2003,Country 1,FALSE,TRUE,Low,High
P000472,1968,Country 1,FALSE,TRUE,High,High
P000473,1998,Country 1,FALSE,TRUE,High,High
P000474,2008,Country 1,FALSE,TRUE,High,Medium
P000475,1999,Country 1,FALSE,TRUE,High,Low
P000476,1992,Country 1,TRUE,FALSE,Low,High
P000477,1994,Country 1,FALSE,TRUE,High,Medium
P000478,2008,Country 2,TRUE,FALSE,Low,High
P000479,1995,Country 2,FALSE,TRUE,High,High
P000480,1981,Country 1,FALSE,TRUE,High,High
P000481,2005,Country 1,FALSE,TRUE,High,Low
P000482,1997,Country 1,FALSE,TRUE,High,High
P000483,1981,Country 2,FALSE,TRUE,High,High
P000484,1998,Country 1,FALSE,TRUE,High,Low
P000485,1992,Country 1,FALSE,TRUE,High,High
P000486,1996,Country 1,FALSE,TRUE,Low,High
P000487,2004,Country 1,FALSE,TRUE,High,High
P000488,1988,Country 1,FALSE,TRUE,High,Medium
P000489,1985,Country 2,FALSE,TRUE,Medium,Medium
P000490,2000,Country 2,FALSE,TRUE,High,High
P000491,1985,Country 2,FALSE,TRUE,High,High
P000492,2004,Country 2,FALSE,TRUE,High,High
P000493,1999,Country 2,FALSE,TRUE,High,Medium
P000494,2006,Country 1,FALSE,TRUE,High,High
P000495,2001,Country 2,FALSE,TRUE,High,High
P000496,2007,Country 2,TRUE,FALSE,High,Low
P000497,1997,Country 1,FALSE,TRUE,High,High
P000498,1985,Country 2,TRUE,FALSE,High,Low
P000499,2002,Country 1,FALSE,TRUE,High,Low
P000500,1989,Country 2,TRUE,FALSE,High,High
P000501,1990,Country 2,FALSE,TRUE,High,Medium
P000502,1968,Country 3,TRUE,FALSE,High,High
P000503,2000,Country 3,FALSE,TRUE,High,Medium
P000504,1997,Country 2,FALSE,TRUE,High,High
P000505,1967,Country 2,TRUE,FALSE,High,High
P000506,1993,Country 2,TRUE,FALSE,High,Medium
P000507,1999,Country 1,TRUE,FALSE,High,High
P000508,1995,Country 3,FALSE,TRUE,High,High
P000509,1990,Country 2,FALSE,TRUE,Medium,Medium
P000510,1999,Country 1,FALSE,TRUE,High,High
P000511,1998,Country 1,FALSE,TRUE,High,Medium
P000512,1969,Country 3,FALSE,TRUE,High,Low
P000513,2000,Country 1,TRUE,FALSE,High,High
P000514,1987,Country 1,FALSE,TRUE,Medium,High
P000515,1999,Country 1,FALSE,TRUE,High,Medium
P000516,2008,Country 1,FALSE,TRUE,Low,Low
P000517,1993,Country 1,FALSE,TRUE,High,Medium
